primaryTitle,genres,startYear
The Golden Fortress,"Adventure,Family,Mystery",1974
Sweet Movie,"Comedy,Drama,Mystery",1974
The Texas Chain Saw Massacre,Horror,1974
Thriller: A Cruel Picture,"Action,Crime,Drama",1973
Going Places,"Action,Comedy,Crime",1974
Vampyres,"Drama,Fantasy,Horror",1974
Welcome to Arrow Beach,Horror,1973
A Woman Under the Influence,"Drama,Romance",1974
Mirror,"Biography,Drama",1975
Barry Lyndon,"Adventure,Drama,War",1975
A Boy and His Dog,"Comedy,Drama,Sci-Fi",1975
The Beast,"Drama,Fantasy,Horror",1975
Chhoti Si Baat,"Comedy,Romance",1976
Chupke Chupke,"Comedy,Drama,Romance",1975
Deewaar,"Action,Crime,Drama",1975
Dog Day Afternoon,"Biography,Crime,Drama",1975
The Sweet Aunts,Comedy,1975
Black Emanuelle,Drama,1975
Female Trouble,"Comedy,Crime",1974
Garm Hava,Drama,1974
The Giant Spider Invasion,"Horror,Sci-Fi",1975
Hearts of the West,"Comedy,Western",1975
Hera Pheri,"Action,Comedy,Crime",1976
Hester Street,"Drama,Romance",1975
The Story of O,Drama,1975
The School Teacher,Comedy,1975
Jai Santoshi Maa,"Drama,Fantasy",1975
Jaws,"Adventure,Horror,Thriller",1975
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Drama,1975
The Private Lesson,Comedy,1975
The Teasers,Comedy,1975
Mili,"Drama,Family,Musical",1975
Valentina ...The Virgin Wife,Comedy,1975
Night Moves,"Crime,Drama,Mystery",1975
One Flew Over the Cuckoo's Nest,Drama,1975
Scandal in the Family,"Comedy,Drama",1975
The Police Are Blundering in the Dark,"Crime,Horror,Mystery",1975
That Malicious Age,"Drama,Romance",1975
The Rocky Horror Picture Show,"Comedy,Horror,Musical",1975
"Salò, or the 120 Days of Sodom",Drama,1975
Sandakan No. 8,"Drama,History,War",1974
Sanyasi,"Comedy,Drama",1975
Sholay,"Action,Adventure,Comedy",1975
Summer School Teachers,"Romance,Thriller",1975
Supervixens,"Comedy,Thriller",1975
Three Days of the Condor,"Crime,Mystery,Thriller",1975
Swept Away,"Adventure,Comedy,Drama",1974
The Family Vice,Comedy,1975
Zakhmee,"Crime,Drama,Musical",1975
Sex with a Smile,Comedy,1976
The Adolescent,Comedy,1976
In the Realm of the Senses,"Drama,Romance",1976
All the President's Men,"Drama,History,Thriller",1976
"Baxter, Vera Baxter","Drama,Music,Mystery",1977
Beatriz,"Drama,Horror",1976
Carrie,Horror,1976
How About a Plate of Spinach?,"Adventure,Comedy,Fantasy",1977
Jack the Ripper,"Crime,Drama,Horror",1976
The Eagle Has Landed,"Adventure,Drama,Thriller",1976
Emanuelle in Bangkok,Drama,1976
An Evening in Paris,"Musical,Romance,Thriller",1967
Gumrah,"Action,Romance",1976
The Sensuous Nurse,Comedy,1975
Jackson County Jail,"Action,Crime,Drama",1976
Kabhi Kabhie,"Drama,Romance",1976
Leadbelly,"Biography,Drama,Music",1976
Lipstick,"Crime,Drama,Thriller",1976
The Little Girl Who Lives Down the Lane,"Drama,Horror,Mystery",1976
Manthan,Drama,1976
Marathon Man,"Crime,Drama,Thriller",1976
Mistress,"Drama,Romance",1976
The Message,"Biography,Drama,History",1976
My Father's Wife,Drama,1976
Nagin,"Action,Fantasy,Musical",1976
Network,Drama,1976
Nine Guests for a Crime,"Crime,Drama,Horror",1977
The Omen,"Horror,Mystery",1976
The Outlaw Josey Wales,"Drama,Western",1976
Rocky,"Drama,Sport",1976
Salon Kitty,"Drama,War",1976
Silent Movie,Comedy,1976
The Summer I Turned 15,Drama,1976
Taxi Driver,"Crime,Drama",1976
Sexy Sisters,"Crime,Drama",1977
Up!,"Comedy,Mystery,Thriller",1976
The Witch Who Came from the Sea,"Drama,Horror,Thriller",1976
Amar Akbar Anthony,"Action,Comedy,Drama",1977
Annie Hall,"Comedy,Romance",1977
Bhumika,Drama,1977
Bilitis,"Drama,Romance",1977
Bobby Deerfield,"Drama,Romance",1977
The Sorcerer's Apprentice,"Animation,Family,Fantasy",1978
That Obscure Object of Desire,"Comedy,Drama,Romance",1977
Cinderella 2000,"Fantasy,Musical,Sci-Fi",1977
Close Encounters of the Third Kind,"Drama,Sci-Fi",1977
The Deep,"Adventure,Mystery,Thriller",1977
The Duellists,"Drama,War",1977
Emanuelle and the Last Cannibals,"Adventure,Horror",1977
Exorcist II: The Heretic,Horror,1977
Fight for Your Life,"Crime,Drama,Thriller",1977
House,"Comedy,Horror",1977
Goliathon,"Action,Adventure,Horror",1977
Hum Kisise Kum Naheen,"Action,Comedy,Drama",1977
Immaan Dharam,"Action,Drama",1977
Julia,Drama,1977
A Little Night Music,"Comedy,Musical,Romance",1977
"Messalina, Messalina","Adventure,Comedy",1977
Sweet Adolescents,Drama,1977
Orca,"Adventure,Drama,Horror",1977
Pumping Iron,"Documentary,Sport",1977
That Strange Desire to Love,Drama,1977
Ram Ram Gangaram,Drama,1977
Nest of Vipers,Drama,1978
Saturday Night Fever,"Drama,Music",1977
Submission,"Drama,War",1976
The Chess Players,"Comedy,Drama,History",1977
Sinbad and the Eye of the Tiger,"Action,Adventure,Family",1977
Maladolescenza,"Drama,Romance",1977
The Spy Who Loved Me,"Action,Adventure,Thriller",1977
Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",1977
Suspiria,Horror,1977
Valentino,"Biography,Drama",1977
Young Lady Chatterley,Drama,1977
The Adolescent,Drama,1979
Empire of Passion,"Drama,Horror,Romance",1978
Atithee,"Drama,Romance",1978
Badaltey Rishtey,"Drama,Romance",1978
Blue Movie,"Adult,Horror,Thriller",1978
Stay as You Are,"Drama,Romance",1978
Damien: Omen II,Horror,1978
Dawn of the Dead,"Horror,Thriller",1978
Days of Heaven,"Drama,Romance",1978
Death on the Nile,"Crime,Drama,Mystery",1978
The Deer Hunter,"Drama,War",1978
Don,"Action,Crime,Thriller",1978
The End,"Comedy,Drama",1978
Eyes of Laura Mars,"Mystery,Thriller",1978
Faces of Death,"Documentary,Horror",1978
Grease,"Comedy,Musical,Romance",1978
Halloween,"Horror,Thriller",1978
The Hills Have Eyes,"Horror,Thriller",1977
Little Lips,Drama,1978
I Spit on Your Grave,"Horror,Thriller",1978
The Image of Bruce Lee,Action,1978
In Praise of Older Women,"Comedy,Drama,Romance",1978
International Velvet,"Drama,Family,Sport",1978
The Elephant God,"Adventure,Crime,Family",1979
Khatta Meetha,"Comedy,Drama",1978
The Lord of the Rings,"Adventure,Animation,Fantasy",1978
Midnight Express,"Biography,Crime,Drama",1978
The Mountain of the Cannibal God,"Adventure,Horror",1978
National Lampoon's Animal House,Comedy,1978
Oliver's Story,"Drama,Romance",1978
Piranha,"Comedy,Horror,Sci-Fi",1978
Planet of Dinosaurs,"Drama,Sci-Fi",1977
Pretty Baby,Drama,1978
Get Out Your Handkerchiefs,"Comedy,Drama,Romance",1978
The Priest,"Comedy,Drama",1978
Satyam Shivam Sundaram: Love Sublime,"Drama,Musical,Romance",1978
Seeta Aur Geeta,"Adventure,Comedy,Drama",1972
The 36th Chamber of Shaolin,"Action,Adventure,Drama",1978
The Sister of Ursula,"Drama,Horror,Mystery",1978
The Stud,"Drama,Romance",1978
The Killer Nun,"Horror,Mystery,Thriller",1979
Superman,"Action,Adventure,Sci-Fi",1978
The Bermuda Triangle,"Fantasy,Horror,Mystery",1978
Trishul,"Action,Drama,Musical",1978
Last Cannibal World,"Adventure,Horror",1977
10,"Comedy,Romance",1979
Ahsaas,"Drama,Romance",1979
Alien,"Horror,Sci-Fi",1979
Cindy's Love Games,"Comedy,Drama",1979
Amar Deep,"Drama,Romance",1979
The Amityville Horror,Horror,1979
Apocalypse Now,"Drama,Mystery,War",1979
The Black Hole,"Action,Sci-Fi",1979
The Tin Drum,"Drama,War",1979
The Bugs Bunny/Road-Runner Movie,"Animation,Comedy,Family",1979
Cannibal Holocaust,"Adventure,Horror",1980
The China Syndrome,"Drama,Thriller",1979
Dracula,"Drama,Fantasy,Horror",1979
Dracula Sucks,"Adult,Horror",1978
Mimi,Drama,1979
"Emanuelle, Queen of Sados","Crime,Drama",1980
Escape from Alcatraz,"Biography,Crime,Drama",1979
Lemon Popsicle,"Comedy,Drama,Romance",1978
Felicity,"Drama,Romance",1978
Vengeance Is Mine,"Crime,Drama",1979
Gol Maal,"Comedy,Romance",1979
Hardcore,"Crime,Drama",1979
Snake in the Monkey's Shadow,"Action,Drama",1979
Immoral Women,Drama,1979
Jaani Dushman,"Action,Horror,Mystery",1979
The Jesus Film,"Biography,Drama,Family",1979
Kaala Patthar,"Action,Drama,History",1979
Kramer vs. Kramer,Drama,1979
Kummatty,"Drama,Fantasy",1979
Laura,"Drama,Romance",1979
Monty Python's Life of Brian,Comedy,1979
A Little Romance,"Adventure,Comedy,Drama",1979
Luna,Drama,1979
Mad Max,"Action,Adventure,Sci-Fi",1979
Malibu High,"Crime,Drama,Thriller",1979
...And Give Us Our Daily Sex,Comedy,1979
Meatballs,Comedy,1979
Moonraker,"Action,Adventure,Sci-Fi",1979
Muqabla,"Action,Adventure,Drama",1979
Muqaddar Ka Sikandar,"Drama,Romance",1978
Nauker,"Comedy,Drama",1979
Phantasm,"Horror,Sci-Fi",1979
Adventures of Ali-Baba and the Forty Thieves,"Action,Adventure,Family",1980
Six Swedish Girls in a Boarding School,Comedy,1979
Sankarabharanam,"Drama,Music,Romance",1980
The Touch,"Drama,Romance",1980
Stalker,"Drama,Sci-Fi",1979
Suhaag,"Action,Comedy,Drama",1979
Twice a Woman,"Drama,Romance",1979
Zombie,Horror,1979
The Warriors,"Action,Crime,Thriller",1979
Goodbye Dear Mom,Drama,1980
Airplane!,Comedy,1980
American Gigolo,"Crime,Drama,Mystery",1980
Bhavni Bhavai,"Comedy,Drama",1981
The Blood of Hussain,Drama,1980
The Blue Lagoon,"Adventure,Drama,Romance",1980
The Blues Brothers,"Adventure,Comedy,Crime",1980
Bullet Train,"Action,Crime,Drama",1975
Caligula,"Drama,History",1979
Chakra,Drama,1981
Cruising,"Crime,Drama,Mystery",1980
Dostana,"Action,Crime,Drama",1980
Dressed to Kill,"Crime,Drama,Mystery",1980
The Elephant Man,"Biography,Drama",1980
Star Wars: Episode V - The Empire Strikes Back,"Action,Adventure,Fantasy",1980
Fame,"Drama,Music,Musical",1980
"Fist of Fear, Touch of Death","Documentary,Sport",1980
Flash Gordon,"Action,Adventure,Sci-Fi",1980
The Fog,"Horror,Thriller",1980
Friday the 13th,"Horror,Mystery,Thriller",1980
Ganga Aur Suraj,Drama,1980
Gloria,"Crime,Drama,Thriller",1980
The Gods Must Be Crazy,"Adventure,Comedy",1980
The Kingdom of Diamonds,"Comedy,Drama,Family",1980
Huang Fei Hong yu gui jiao qi,Sport,1980
Insaf Ka Tarazu,"Crime,Drama",1980
Kagemusha: The Shadow Warrior,"Drama,History,War",1980
Lion of the Desert,"Biography,Drama,History",1980
The Man with Bogart's Face,"Comedy,Crime,Mystery",1980
Eaten Alive!,"Adventure,Horror",1980
McVicar,"Crime,Drama",1980
Milka: Elokuva tabuista,Drama,1980
Ordinary People,Drama,1980
Raging Bull,"Biography,Drama,Sport",1980
Scanners,"Horror,Sci-Fi,Thriller",1981
Shaan,"Action,Adventure,Comedy",1980
The Shining,"Drama,Horror",1980
Erotic Symphony,"Crime,Drama,Romance",1980
Stir Crazy,"Comedy,Crime",1980
Superman II,"Action,Adventure,Sci-Fi",1980
Tender Cousins,"Comedy,Drama,Romance",1980
Thodisi Bewafaii,Drama,1980
Time Bandits,"Adventure,Comedy,Fantasy",1981
Tranquille donne di campagna,Drama,1980
Urban Cowboy,"Drama,Romance,Western",1980
Used Cars,Comedy,1980
Vincent and Me,"Drama,Family,Fantasy",1990
The Young Tiger,"Action,Drama",1973
An American Werewolf in London,"Comedy,Horror",1981
Beau-père,"Comedy,Drama,Romance",1981
Blow Out,"Crime,Drama,Mystery",1981
Body Heat,"Crime,Drama,Romance",1981
Das Boot,"Drama,War",1981
The Burning,Horror,1981
Butterfly,"Crime,Drama",1981
Chariots of Fire,"Biography,Drama,Sport",1981
Nice Dreams,"Comedy,Crime",1981
Conan the Barbarian,"Adventure,Fantasy",1982
Condorman,"Action,Adventure,Comedy",1981
La disubbidienza,Drama,1981
Dragonslayer,"Action,Adventure,Fantasy",1981
Ek Duuje Ke Liye,"Drama,Musical,Romance",1981
Endless Love,"Drama,Romance",1981
The Entity,"Drama,Horror",1982
Turkey Shoot,"Action,Drama,Horror",1982
Escape from New York,"Action,Adventure,Sci-Fi",1981
Excalibur,"Adventure,Drama,Fantasy",1981
Friday the 13th Part 2,"Horror,Mystery,Thriller",1981
Fruits of Passion,Drama,1981
The Funhouse,Horror,1981
Ghost Story,"Drama,Horror,Thriller",1981
Halloween II,Horror,1981
Haathkadi,"Action,Drama,Family",1982
Heavy Metal,"Adventure,Animation,Fantasy",1981
Kaalia,"Action,Drama",1981
Lady Chatterley's Lover,"Drama,Romance",1981
Laawaris,"Action,Drama,Musical",1981
The Road Warrior,"Action,Adventure,Sci-Fi",1981
Cannibal Ferox,"Adventure,Horror",1981
Mommie Dearest,"Biography,Drama",1981
Naseeb,"Action,Musical,Romance",1981
Neighbors,Comedy,1981
Outland,"Action,Crime,Sci-Fi",1981
Piranha II: The Spawning,"Horror,Sci-Fi,Thriller",1982
Playa azul,"Drama,Romance",1982
Possession,"Drama,Horror",1981
The Postman Always Rings Twice,"Crime,Drama,Romance",1981
Private Lessons,"Comedy,Romance",1981
Puberty Blues,"Comedy,Drama",1981
Quartet,"Drama,Romance",1981
Raiders of the Lost Ark,"Action,Adventure",1981
Reds,"Biography,Drama,History",1981
Casa privata per le SS,"Horror,Thriller,War",1977
Sharda,"Drama,Family",1981
Silsila,"Drama,Family,Romance",1981
Smash Palace,"Drama,Thriller",1981
Southern Comfort,"Action,Thriller",1981
Stripes,"Comedy,War",1981
The Mysterious Castle in the Carpathians,"Adventure,Comedy,Fantasy",1981
Taps,Drama,1981
Tarzan the Ape Man,"Adventure,Drama",1981
The Rascals,Comedy,1980
Two Queens and One Consort,Drama,1981
Umrao Jaan,"Drama,Musical,Romance",1981
Victory,"Drama,Sport,War",1981
Yaarana,"Action,Comedy,Drama",1981
Alley Cat,"Action,Crime",1984
American Taboo,"Drama,Romance",1983
Love Strange Love,Drama,1982
Human Animals,"Adventure,Drama,Sci-Fi",1983
Arth,"Drama,Romance",1982
Badle Ki Aag,"Action,Drama",1982
Basket Case,"Comedy,Horror",1982
The Beastmaster,"Action,Adventure,Fantasy",1982
Bemisal,"Drama,Family",1982
Blade Runner,"Action,Drama,Sci-Fi",1982
Caligula and Messalina,"Action,Biography,Drama",1981
Cat People,"Fantasy,Horror,Thriller",1982
The Concrete Jungle,"Crime,Drama,Thriller",1982
Creepshow,"Comedy,Fantasy,Horror",1982
The Dark Crystal,"Adventure,Family,Fantasy",1982
Desh Premee,"Action,Comedy,Drama",1982
E.T. the Extra-Terrestrial,"Adventure,Family,Sci-Fi",1982
The Evil Dead,Horror,1981
Fanny and Alexander,Drama,1982
Fast Times at Ridgemont High,"Comedy,Drama",1982
First Blood,"Action,Adventure,Thriller",1982
Gandhi,"Biography,Drama,History",1982
Grease 2,"Comedy,Music,Musical",1982
Grihajuddha,Drama,1982
Hey Good Lookin',"Animation,Comedy,Drama",1982
Human Highway,"Comedy,Drama,Sci-Fi",1982
The Hunters of the Golden Cobra,"Action,Adventure,Crime",1982
Khud-Daar,"Action,Drama",1982
The Last American Virgin,"Comedy,Drama,Romance",1982
A Little Sex,"Comedy,Romance",1982
Meri Jung,"Action,Drama",1985
Namak Halaal,"Action,Comedy,Drama",1982
Nana,"Comedy,Drama",1983
An Officer and a Gentleman,"Drama,Romance",1982
Paradise,"Adventure,Romance",1982
Personal Best,"Drama,Sport",1982
Poltergeist,"Horror,Thriller",1982
Porky's,Comedy,1981
Prem Rog,"Drama,Musical,Romance",1982
Rocky III,"Drama,Sport",1982
Satte Pe Satta,"Action,Comedy,Drama",1982
Shakti,"Action,Crime,Drama",1982
Six Pack,"Comedy,Drama,Sport",1982
The Slumber Party Massacre,Horror,1982
Sophie's Choice,"Drama,Romance",1982
The Thing,"Horror,Mystery,Sci-Fi",1982
Tootsie,"Comedy,Drama,Romance",1982
The Toy,Comedy,1982
Tron,"Action,Adventure,Sci-Fi",1982
Umbartha,Drama,1982
The Verdict,Drama,1982
Zapped!,"Comedy,Fantasy,Sci-Fi",1982
Adi Shankaracharya,"Biography,Drama",1983
Andhaa Kaanoon,"Action,Crime,Drama",1983
Annas Mutter,Drama,1984
Ardh Satya,"Crime,Drama",1983
Barefoot Gen,"Animation,Biography,Drama",1983
Blue Thunder,"Action,Crime,Drama",1983
Brainstorm,"Sci-Fi,Thriller",1983
Breathless,"Action,Drama,Romance",1983
Catch Your Dreams,"Adult,Drama",1983
Chained Heat,"Action,Crime,Drama",1983
The Key,"Drama,History,Romance",1983
Christine,"Horror,Thriller",1983
A Christmas Story,"Comedy,Family",1983
Class,"Comedy,Drama,Romance",1983
Coolie,"Action,Comedy,Drama",1983
Cujo,"Horror,Thriller",1983
The Dead Zone,"Drama,Fantasy,Thriller",1983
Durdesh,"Action,Crime,Drama",1983
Fire and Ice,"Adventure,Animation,Fantasy",1983
Halloween III: Season of the Witch,"Horror,Mystery,Sci-Fi",1982
House of the Long Shadows,"Comedy,Horror,Mystery",1983
The Hunger,"Drama,Horror",1983
Jaane Bhi Do Yaaro,"Comedy,Crime,Drama",1983
Jaws 3-D,"Adventure,Horror,Thriller",1983
The King of Comedy,"Comedy,Crime,Drama",1982
The Linnet,"Comedy,Drama",1982
Krull,"Action,Adventure,Fantasy",1983
The Lonely Lady,Drama,1983
Mahaan,"Action,Comedy,Drama",1983
The Man with Two Brains,"Comedy,Romance,Sci-Fi",1983
Mashaal,"Action,Drama,Family",1984
Masoom,"Drama,Family",1983
Merry Christmas Mr. Lawrence,"Drama,War",1983
La mujer del juez,"Comedy,Drama,Romance",1984
My Tutor,Comedy,1983
Never Say Never Again,"Action,Adventure,Thriller",1983
Night of Open Sex,"Mystery,Thriller",1983
Octopussy,"Action,Adventure,Thriller",1983
The Outsiders,"Crime,Drama",1983
Pallavi Anu Pallavi,"Drama,Romance",1983
Pauline at the Beach,"Comedy,Drama,Romance",1983
First Desires,"Drama,Romance",1983
Private School,"Comedy,Romance",1983
Psycho II,"Crime,Horror,Mystery",1983
Star Wars: Episode VI - Return of the Jedi,"Action,Adventure,Fantasy",1983
The Right Stuff,"Adventure,Biography,Drama",1983
Risky Business,"Comedy,Crime,Drama",1983
Sadma,"Drama,Romance",1983
Sagara Sangamam,"Drama,Music,Musical",1983
Scarface,"Crime,Drama",1983
Screwballs,Comedy,1983
Six Swedish Girls in the Alps,Comedy,1983
Sorceress,"Action,Adventure,Fantasy",1982
Spring Break,"Comedy,Romance",1983
Staying Alive,"Drama,Music,Romance",1983
Sudden Impact,"Action,Crime,Thriller",1983
Superman III,"Action,Adventure,Comedy",1983
Tales of Ordinary Madness,Drama,1981
Tender Teenager,Drama,1985
Terms of Endearment,"Comedy,Drama",1983
Diamonds of Kilimandjaro,"Action,Adventure,Horror",1983
To Be or Not to Be,"Comedy,Drama,War",1983
Trading Places,Comedy,1983
Videodrome,"Drama,Horror,Sci-Fi",1983
Woh 7 Din,"Comedy,Drama,Romance",1983
Winners & Sinners,"Action,Comedy,Crime",1983
To Our Loves,"Drama,Romance",1983
One Deadly Summer,"Drama,Mystery",1983
L'alcova,"Drama,Romance",1985
Amadeus,"Biography,Drama,Music",1984
Angel,"Action,Crime,Thriller",1984
The Lie,"Drama,Romance",1985
Bedroom Eyes,"Comedy,Mystery,Thriller",1984
Beverly Hills Cop,"Action,Comedy,Crime",1984
Blame It on Rio,"Comedy,Romance",1984
Body Double,"Crime,Drama,Mystery",1984
Bolero,"Comedy,Drama,Romance",1984
Children of the Corn,"Horror,Thriller",1984
Choose Me,"Comedy,Drama,Romance",1984
City Heat,"Action,Comedy,Crime",1984
The Company of Wolves,"Drama,Fantasy,Horror",1984
Conan the Destroyer,"Action,Adventure,Fantasy",1984
Crimes of Passion,"Drama,Romance,Thriller",1984
Delivery Boys,"Comedy,Music,Sport",1985
Dune,"Action,Adventure,Sci-Fi",1984
Electric Dreams,"Comedy,Drama,Music",1984
Falling in Love,"Drama,Romance",1984
Firestarter,"Action,Horror,Sci-Fi",1984
Footloose,"Drama,Music,Romance",1984
Lady Libertine,"Drama,Romance",1984
Friday the 13th: The Final Chapter,"Horror,Thriller",1984
The Home and the World,Drama,1984
Ghostbusters,"Action,Comedy,Fantasy",1984
Gremlins,"Comedy,Fantasy,Horror",1984
Hardbodies,Comedy,1984
Hollywood Hot Tubs,Comedy,1984
Iceman,"Drama,Sci-Fi",1984
Indiana Jones and the Temple of Doom,"Action,Adventure",1984
Inquilaab,"Action,Drama,Musical",1984
Jaag Utha Insan,"Drama,Family",1984
The Karate Kid,"Action,Drama,Family",1984
Nausicaä of the Valley of the Wind,"Adventure,Animation,Sci-Fi",1984
The Killing Fields,"Biography,Drama,History",1984
Wheels on Meals,"Action,Comedy,Crime",1984
The Last Starfighter,"Action,Adventure,Sci-Fi",1984
Maria's Lovers,"Drama,Romance",1984
A Nightmare on Elm Street,Horror,1984
1984,"Drama,Sci-Fi",1984
Once Upon a Time in America,"Crime,Drama",1984
"Paris, Texas",Drama,1984
Paroma,Drama,1985
A Passage to India,"Adventure,Drama,History",1984
Pet Pyaar Aur Paap,"Drama,Family",1984
Police Academy,Comedy,1984
Protocol,Comedy,1984
Purple Hearts,"Drama,War",1984
Pyar Jhukta Nahin,"Family,Romance",1985
Romancing the Stone,"Action,Adventure,Comedy",1984
Saaransh,Drama,1984
Sharaabi,"Comedy,Drama,Romance",1984
